CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SignupDate,SatisfactionScore,Churn
CUST-10695,Female,0,Yes,No,39.79109909671558,,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),49.06,1972.25,2019-09-02,4.0,No
CUST-10696,Male,Yes,Yes,No,72.0,Yes,No phone service,DSL,No,No,No internet service,Month-to-month,No,Credit card (automatic),81.72,5864.19,2019-09-02,3.0,No
CUST-10697,Female,0,Yes,Yes,,Yes,No phone service,DSL,No,No,,Month-to-month,,Bank transfer (automatic),32.02, ,03/09/2019,2.0,yes
CUST-10698,Male,0,,No,31.193755981714617,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,,1727.53,"Sep 04, 2019",5.0,No
CUST-10699,Female,0,Yes,Yes,11.115938960208538,Yes,No,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),97.35,,"Sep 05, 2019",2.0,Yes
CUST-10700,Female,0,Yes,Yes,4.891015150917078,Yes,Yes,DSL,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),118.56,561.28,2019-09-06,3.0,Yes
CUST-10701,Male,0,Yes,No,14.047832956405518,Yes,Yes,dsl,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),77.9,1084.77,2019-09-07,4.0,Yes
CUST-10702,Male,0,No,yes,4.349303546778124,Yes,No,Fiber optic,No internet service,Yes,No,Two year,No,Mailed check,59.62,266.53,"Sep 08, 2019",5.0,No
CUST-10703,Male,0,Yes,No,,No,Yes,DSL,No,Yes,No internet service,Two year,Yes,Mailed check,49.66, ,"Sep 09, 2019",4.0,Yes
CUST-10704,Male,0,No,No,2.428766951075419,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,92.02,222.51,2019-09-09,5.0,Yes
CUST-10705,,1,Yes,Yes,21.352256146505503,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,98.7,2115.26,2019-09-10,2.0,Yes
CUST-10706,Male,0,No,Yes,23.633772144239217,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,30.01,699.83,2019-09-11,0.0,No
CUST-10707,Female,1,Yes,Yes,18.53670176271695,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,,$92.01,1714.67,2019-09-12,1.0,Yes
CUST-10708,Male,0,No,No,26.04622782020774,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,46.49,1205.39,2019-09-13,2.0,No
CUST-10709,Female,0,No,Yes,2.9640656130375493,Yes,Yes,DSL,Yes,,Yes,Two year,Yes,Electronic check,38.91,101.3,2019-09-14,1.0,Yes
CUST-10710,Female,0,Yes,Yes,19.433343002639102,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Mailed check,60.09,1165.8,2019-09-15,0.0,No
CUST-10711,Female,0,NO,No,8.12572894182693,Yes,,DSL,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.45,$762.21,2019-09-16,3.0,Yes
CUST-10712,Female,0,Yes,Yes,67.59238605286494,No,No,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),73.98,4995.86,INVALID_DATE,3.0,No
CUST-10713,Male,0,yes,No,34.458857172302075,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.17,2518.46,2019-09-17,2.0,Yes
CUST-10714,Male,0,No,No,72.0,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.27,5428.21,2019-09-18,2.0,No
CUST-10715,FEMALE,0,Yes,No,0.9187072510215739,Yes,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),78.73,74.7,2019-09-19,4.0,Yes
CUST-10716,Female,0,Yes,No,8.055816303131717,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),,497.93,2019-09-20,1.0,Yes
CUST-10717,Fe-male,0,Yes,No,5.218514201881721,Yes,Yes,Fiber optic,Yes,Yes,No internet service,One year,No,Electronic check,83.66,439.68,2019-09-21,3.0,Yes
CUST-10718,Male,1,Yes,Yes,,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,44.91, ,2019-09-22,4.0,No
CUST-10719,Female,1,Yes,No,6.660041015457152,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Mailed check,84.23,551.83,2019-09-23,4.0,Yes
CUST-10720,FEMALE,0,Yes,No,27.254796686345806,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.41,2443.61,2019-09-23,4.0,No
CUST-10721,Male,0,Yes,Yes,6.306718791060868,Yes,No,Fiber optic,No,No,No internet service,One year,Yes,Bank transfer (automatic),85.67,537.37,2019-09-24,2.0,No
CUST-10722,Male,0,No,Yes,17.0716360437227,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,87.23,1491.91,2019-09-25,1.0,No
CUST-10723,Female,0,Yes,No,52.50321003310462,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.65,4129.87,2019/09/26 14:26,4.0,No
CUST-10724,Female,0,Yes,No,28.40110511572714,Yes,yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,99.9,2836.68,2019-09-27,4.0,Yes
CUST-10725,Female,1,No,No,12.045933629559197,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Electronic check,18.0,220.55,2019-09-28,3.0,No
CUST-10726,Male,0,Yes,No,11.183090627030635,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,90.31,1008.22,2019/09/29 05:31,4.0,Yes
CUST-10727,Female,0,Yes,Yes,14.59969233588923,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),120.0, ,2019-09-30,3.0,Yes
CUST-10728,Male,0,Yes,No,4.676386397522222,No,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),46.04,207.62,2019-09-30,2.0,Yes
CUST-10729,Male,0,yes,No,24.122977016351136,Yes,Yes,Fiber optic,Yes,No internet service,,Month-to-month,No,Credit Card,42.69,1028.77,2019-10-01,3.0,No
CUST-10730,Male,0,No,Yes,10.86712862700675,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,Credit card (automatic),103.29,1125.73,02/10/2019,2.0,Yes
CUST-10731,Female,0,Yes,No,45.91235119849378,No,No,No,No,No,No,Month-to-month,No,Mailed check,36.9,1694.75,2019-10-03,3.0,No
CUST-10732,Female,0,No,No,33.90851095005208,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check, 44.7 ,1503.64,2019-10-04,2.0,No
CUST-10733,Female,0,No,No,22.630205079718973,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.8,1582.74,2019-10-05,2.0,Yes
CUST-10734,Male,0,No,Yes,10.86899343222736,Yes,Yes,,No,No,Yes,Month-to-month,No,Bank transfer (automatic),40.73,444.14,2019-10-06,5.0,No
CUST-10735,Female,0,No,No,5.655265157348339,Yes,No,fiber optic,Yes,No internet service,No,Two year,Yes,Mailed check,90.95,519.3,2019-10-07,1.0,Yes
CUST-10736,Male,0,No,No,35.922898123352965,No,no,No,No,Yes,Yes,One year,N,Electronic check,40.98,1476.15,"Oct 07, 2019",2.0,Yes
CUST-10737,Female,No,Yes,No,15.991877828818993,Yes,No phone service,Fiber optic,No internet service,No,No,Two year,Yes,Bank transfer (automatic),75.52,1212.4,2019-10-08,,No
CUST-10738,Male,0,Yes,No,,Yes,,Fiber optic,No,No,No,Month-to-month,No,Electronic check,73.23, ,2019-10-09,3.0,Yes
CUST-10739,Male,0,Yes,Yes,5.21111851645912,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.62,575.41,10/10/2019,3.0,Yes
CUST-10740,Female,0,No,No,4.3392910699103115,,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.66,423.08,2019-10-11,5.0,No
CUST-10741,Male,0,No,No,36.03135892430548,Yes,Yes,DSL,Yes,No,No,Two year,No,Electronic check,48.81,1768.15,2019-10-12,3.0,Yes
CUST-10742,Female,0,No,Yes,6.2412068322087775,Yes,No phone service,DSL,Yes,No,No,2-Year,No,Electronic check,26.77,159.13,2019-10-13,2.0,Yes
CUST-10743,Female,0,,No,17.94969269882929,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),89.84,1622.6,2019-10-14,3.0,Yes
CUST-10744,Male,1,Yes,No,14.415660624845536,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.1, ,15/10/2019,4.0,Yes
CUST-10745,male,0,No,No,20.797789588024006,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.63,3976.62,2019-10-15,5.0,No
CUST-10746,Male,0,No,Yes,50.323945676926776,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.91,1651.02,2019-10-16,2.0,no
CUST-10747,Female,0,  Yes,No,48.55299536896176,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.07,4125.84,2019-10-17,2.0,Yes
CUST-10748,male,0,,No,14.395089874020929,Yes,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes,Mailed check,45.31,685.09,2019-10-18,3.0,No
CUST-10749,Female,0,No,No,0.37165284269657994,Yes,No,No,No,,No internet service,Month-to-month,No,Credit card (automatic),63.65,21.86,2019-10-19,3.0,Yes
CUST-10750,Male,0,Yes,yes,13.34158469778859,Yes,Yes,No,No,No,Yes,Month-to-month,N,Mailed check,64.11,862.51,2019-10-20,2.0,No
CUST-10751,FEMALE,0,No,,22.365496850510585,Yes,Yes,fiber optic,No,No,Yes,Month-to-month,No,Electronic check,70.21,1595.34,2019-10-21,5.0,No
CUST-10752,Female,0,Yes,Yes,19.581919661945044,Yes,No,,No,Yes,No internet service,Month-to-month,Yes,Mailed check,84.55,1659.35,2019-10-22,,Yes
CUST-10753,Male,0,No,No,25.287524992387713,Yes,No,dsl,No,,No,Two year,No,Electronic check,57.42,1469.63,2019-10-22,4.0,No
CUST-10754,Male,0,No,No,4.015810600142683,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Mailed check,42.46,179.57,2019-10-23,,Yes
CUST-10755,Female,0,Yes,No,,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),18.0, ,2019-10-24,2.0,Yes
CUST-10756,Female,0,No,Yes,4.840556634359466,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Electronic check,67.78,333.2,2019-10-25,4.0,Yes
CUST-10757,Female,0,Yes,,33.32141960224651,Yes,No,DSL,No internet service,No,No internet service,One year,No,Credit card (automatic),59.99,1986.67,2019-10-26,4.0,No
CUST-10758,male,0,Yes,No,9.93921586692303,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.39,427.75,2019-10-27,2.0,Yes
CUST-10759,Female,1,Yes,No,29.70033231471084,Yes,No phone service,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,66.58,1981.07,2019-10-28,3.0,Yes
CUST-10760,Male,0,No,Yes,1.177177836858207,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,90.38,99.84,29/10/2019,3.0,Yes
CUST-10761,Male,0,yes,Yes,12.576293490908185,Yes,No,DSL,No internet service,No,Yes,Month-to-month,Yes,Mailed check,98.06,1237.69,2019-10-29,4.0,No
CUST-10762,Male,0,yes,No,29.301526898680784,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.65,544.2,2019-10-30,5.0,No
CUST-10763,Female,0,Yes,Yes,6.1754096746237055,No,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Electronic check,53.87,323.68,2019-10-31,4.0,Yes
CUST-10764,Male,1,No,No,38.0675159901307,Yes,Yes,fiber optic,No internet service,Yes,Yes,One year,Yes,Electronic check,93.53,12461.69,2019-11-01,4.0,No
CUST-10765,Female,0,No,Yes,23.912685210673974,Yes,No,DSL,No internet service,No,No internet service,Month-to-month,N,Mailed check,112.58,2695.97,2019-11-02,2.0,Yes
CUST-10766,Female,0,Yes,No,21.25605204209591,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,40.18,844.64,03/11/2019,4.0,Yes
CUST-10767,Female,0,Yes,No,10.470183620167743,Yes,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,106.05,1110.83,2019-11-04,4.0,No
CUST-10768,Male,0,Yes,No,15.807647548754066,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24.2,385.4,05/11/2019,2.0,No
CUST-10769,Female,0,No,No,21.832460272513934,Yes,No phone service,No,No,No,No,One year,No,Electronic check,99.15,2146.15,INVALID_DATE,0.0,Yes
CUST-10770,Male,0,No,No,15.348830261968708,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,56.25, ,"Nov 06, 2019",3.0,No
CUST-10771,Female,0,No,Yes,28.760791120109207,Yes,No,DSL,Yes,No internet service,No,Month-to-month,Yes,Electronic check,111.58,3195.29,2019-11-07,4.0,No
CUST-10772,Male,1,Yes,Yes,13.647021365006335,Yes,No phone service,DSL,No,Yes,No internet service,Month-to-month,N,Electronic check,50.78,,"Nov 08, 2019",3.0,yes
CUST-10773,Male,0,No,No,5.423737755641103,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),55.4,290.95,2019-11-09,5.0,Yes
CUST-10774,Female,1,Yes,No,5.777141863229144,Yes,No,Fiber optic,Yes,Yes,No,Two year,No,Electronic check,60.7,337.63,2019-11-10,2.0,Yes
CUST-10775,Male,1,Yes,No,0.13969622780408883,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,$18.59,-8.03,2019-11-11,3.0,No
CUST-10776,Male,1,No,No,8.59305709955889,No,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.0,155.92,INVALID_DATE,1.0,No
CUST-10777,Female,0,Yes,No,33.16738243411661,Yes,Yes,Fiber optic,Yes,,No,month-to-month,No,Electronic check,80.0,,12/11/2019,2.0,Yes
CUST-10778,Female,0,No,No,37.936062504328085,Yes,No phone service,DSL,No,Yes,Yes,Two year,No,Mailed check,94.35,3582.63,2019-11-13,2.0,No
CUST-10779,Female,1,Yes,Yes,5.429585894037231,Yes,Yes,Fiber optic,Yes,No internet service,No,One year,Yes,Electronic check,82.93,438.77,2019-11-14,3.0,Yes
CUST-10780,Female,0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,,Month-to-month,No,Electronic check,27.08,1962.77,2019-11-15,4.0,No
CUST-10781,Female,0,Yes,,16.75114443551838,Yes,No,DSL,No,No internet service,No internet service,Two year,Yes,Electronic check,79.11,1331.61,2019-11-16,3.0,Yes
CUST-10782,Male,0,No,No,59.727808032851684,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,electronic check,157.47,2082.02,2019-11-17,3.0,No
CUST-10783,Male,0,Yes,No,29.442765716797346,Yes,No,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Mailed check,76.93,2278.25,2019-11-18,5.0,No
CUST-10784,Male,0,Yes,No,30.76066698083492,Yes,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),98.64,3032.3,2019-11-19,4.0,No
CUST-10785,male,0,No,No,2.133093321638007,No,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Bank transfer (automatic),75.72,167.3,19/11/2019,1.0,Yes
CUST-10786,Female,0,Yes,No,5.962799606160899,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),108.76,$646.42,2019-11-20,2.0,Yes
CUST-10787,Male,1,No,Yes,,Yes,Yes,DSL,Yes,No,,One year,N,Bank transfer (automatic),60.2, ,2019-11-21,1.0,Yes
CUST-10788,Female,1,,Yes,30.221533923527186,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Credit card (automatic),58.2,1757.13,2019-11-22,1.0,No
CUST-10789,  Male ,0,Yes,No,10.13430806246052,Yes,No,DSL,No internet service,No,No,Two year,Yes,Mailed check,66.72,686.14,23/11/2019,3.0,No
CUST-10790,Male,0,Yes,no,37.07599350250082,Yes,Yes,DSL,Yes,No internet service,Yes,One year,Yes,Mailed check,24.42,904.74,2019/11/24 07:36,4.0,No
CUST-10791,Female,0,No,No,9.933718884567641,Yes,No phone service,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),52.61,517.73,"Nov 25, 2019",2.0,Yes
CUST-10792,Female,0,NO,Yes,41.06649324505621,No,Yes,Fiber optic,No,No internet service,No,Two year,Yes,Credit card (automatic),55.25,2262.05,2019-11-26,3.0,No
CUST-10793,Female,0,No,Yes,3.3615595223282724,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,56.18,186.1,2019-11-26,3.0,No
CUST-10794,Male,No,No,No,4.569645675566035,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,1163.53,2019-11-27,3.0,Yes
CUST-10795,Female,0,No,No,10.004266006412863,Yes,Yes,DSL,Yes,Yes,No,One year,No,Bank transfer (automatic),20.29,222.43,2019-11-28,5.0,No
CUST-10796,FEMALE,0,Yes,No,12.601734605280221,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,30.33,398.14,2019-11-29,,Yes
CUST-10797,Female,0,  Yes,No,10.290941500354133,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,N,Credit card (automatic),-98.66,1025.86,2019-11-30,4.0,Yes
CUST-10798,Female,0,NO,Yes,34.6182951933097,Yes,Yes,DSL,No,Yes,No,One year,No,Mailed check,18.0,644.42,"Dec 01, 2019",3.0,No
CUST-10799,FEMALE,1,Yes,No,2.4474935580129458,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.19,213.91,02/12/2019,4.0,No
CUST-10800,Female,0,Yes,No,10.383768216322402,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.49,550.87,2019-12-03,4.0,
CUST-10801,Male,nan,Yes,Yes,43.571485268918934,Yes,No,DSL,No internet service,No,No,One year,No,Electronic check,69.5,3032.31,2019-12-03,3.0,No
CUST-10802,Female,0,Yes,No,1.6591825653007015,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Electronic check,111.44,183.1,2019-12-04,4.0,Yes
CUST-10803,Female,0,No,Yes,68.47805813582549,Yes,Yes,Fiber optic,No,No internet service,No internet service,One year,Yes,Electronic check,60.76,4146.3,2019-12-05,3.0,No
CUST-10804,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,No,No,No,Two year,Yes,Mailed check,83.46,5999.45,"Dec 06, 2019",,No
CUST-10805,Female,0,Yes,Yes,2.225723536000261,Yes,,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card (automatic),66.46,147.01,2019-12-07,1.0,No
CUST-10806,FEMALE,0,Yes,Yes,8.262820845077451,Yes,No phone service,Fiber optic,,No,No internet service,Month-to-month,No,Bank transfer (automatic),61.42,504.65,2019-12-08,3.0,Yes
CUST-10807,FEMALE,0,,No,11.180479664775039,Yes,No,Fiber optic,No,Yes,No internet service,Two year,No,Electronic check,57.7, ,2019-12-09,3.0,Yes
CUST-10808,Female,0,No,No,35.94859048114144,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Electronic check,85.73,3096.81,2019-12-10,4.0,Yes
CUST-10809,Male,0,Yes,No,21.747822223229818,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),42.75,937.62,2019-12-10,2.0,No
CUST-10810,,1,Yes,No,24.81245579246786,Yes,Yes,Fiber optic,No,Yes,No,Two year,No,Mailed check,30.74,762.65,2019-12-11,3.0,No
CUST-10811,Female,0,,Yes,34.00305782143378,Yes,yes,Fiber optic,Yes,No,No,Two year,No,,66.93,2269.51,2019-12-12,4.0,No
CUST-10812,Male,1,No,Yes,3.0129459143208193,No,No,Fiber optic,No internet service,Yes,No,One year,No,Credit card (automatic),70.48,222.89,2019-12-13,4.0,Yes
CUST-10813,FEMALE,0,Yes,No,42.98439568246718,Yes,Yes,DSL,No internet service,No,No internet service,Two year,No,Credit card (automatic),18.0,785.96,2019-12-14,3.0,No
CUST-10814,Female,0,Yes,No,29.349195936570254,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Electronic check,64.39,1883.93,2019-12-15,3.0,Yes
CUST-10815,Female,0,Yes,Yes,20.668590897977396,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),27.89,574.92,INVALID_DATE,4.0,No
CUST-10816,Female,0,Yes,No,52.916922135852346,Yes,No,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,Electronic check,83.51,4406.78,2019-12-17,4.0,No
CUST-10817,Male,0,No,No,28.91986813674633,,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),18.0,528.78,2019-12-17,5.0,Yes
CUST-10818,Male,1,yes,No,5.406498372472656,Yes,yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,632.13,2019-12-18,4.0,No
CUST-10819,Male,1,No,No,13.480135632647375,Yes,,DSL,No,No,No,One year,No,Bank transfer (automatic),245.49,735.11,2019-12-19,2.0,No
CUST-10820,Female,0,No,Yes,16.35127993314424,Yes,Yes,No,No,No,No,One year,,Electronic check,38.75,635.51,2019-12-20,4.0,No
CUST-10821,Male,0,Yes,No,1.363216100818522,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,,Mailed check,56.21,70.85,2019-12-21,1.0,Yes
CUST-10822,Male,1,No,Yes,72.0,Yes,No,Fiber optic,No,No internet service,No,One year,No,Electronic check,81.39,5853.53,"Dec 22, 2019",3.0,Yes
CUST-10823,Male,0,No,No,3.3030736947881634,Yes,No,No,,No,Yes,Month-to-month,Yes,Electronic check,91.41,307.55,"Dec 23, 2019",3.0,Yes
CUST-10824,Female,1,Yes,Yes,28.693103219574013,Yes,no,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.47,1623.34,2019-12-24,5.0,No
CUST-10825,FEMALE,1,Yes,No,16.936501334091982,Yes,No,Fiber optic,No internet service,No,No internet service,One year,No,electronic check,21.54,370.99,2019-12-24,2.0,No
CUST-10826,Male,1,No,Yes,0.6231955139101062,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),28.33,3.84,2019-12-25,4.0,No
CUST-10827,Male,0,Yes,No,62.0857399820394,Yes,No,DSL,No,Yes,Yes,Month-to-month,,Mailed check,73.29,4564.14,2019-12-26,2.0,Yes
CUST-10828,Female,0,Yes,No,45.826583269610936,Yes,Yes,DSL,Yes,No,,Two year,Yes,Electronic check,94.32,4337.01,27/12/2019,0.0,Yes
CUST-10829,Female,0,No,No,17.829106486967767,,Yes,Fiber optic,No,No,No,One year,No,Electronic check,98.22,1752.84,2019-12-28,3.0,yes
CUST-10830,Male,0,,No,6.239810813186219,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,,431.99,2019-12-29,4.0,No
CUST-10831,Female,1,No,No,,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit Card, 93.7 , ,2019-12-30,4.0,Yes
CUST-10832,Male,0,No,No,10.838446813358921,,Yes,DSL,No,No internet service,,Month-to-month,Y,Mailed check,120.0,1299.78,"Dec 31, 2019",3.0,Yes
CUST-10833,Male,0,Yes,No,7.078706395039102,Yes,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),100.41,722.93,2019-12-31,5.0,Yes
CUST-10834,Female,1,No,No,16.958878413558622,Yes,No,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.36,1559.75,01/01/2020,4.0,No
CUST-10835,Male,1,No,No,72.0,Yes,Yes,dsl,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.5,2901.88,2020-01-02,3.0,No
CUST-10836,FEMALE,1,No,yes,20.533360520388776,No,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Credit card (automatic),93.58,1927.12,2020-01-03,3.0,No
CUST-10837,Male,1,Yes,No,52.959560277340046,,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,78.54,4159.12,2020-01-04,5.0,No
CUST-10838,Female,0,No,No,25.256069916725707,Yes,No,DSL,No internet service,No,No,Month-to-month,No,Mailed check,84.22,2138.45,05/01/2020,1.0,no
CUST-10839,Female,0,No,No,15.47584082704638,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.53,1587.37,06/01/2020,3.0,Yes
CUST-10840,Male,0,Yes,No,46.27964948477688,Yes,No,DSL,No,Yes,No,1-Year,Yes,Bank transfer (automatic),75.46,3511.79,2020-01-07,5.0,No
CUST-10841,Female,0,Yes,No,15.299110794900923,Yes,No,Fiber optic,No,No,No,2-Year,Yes,Electronic check,61.62,963.28,2020-01-08,1.0,No
CUST-10842,Male,0,Yes,Yes,48.71336600067769,No,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Electronic check,32.6,1583.68,2020-01-08,4.0,No
CUST-10843,Fe-male,0,Yes,No,8.27312593930741,No,Yes,dsl,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),55.8,444.6,2020-01-09,3.0,Yes
CUST-10844,Male,0,No,no,3.309569138183684,Yes,Yes,Fiber optic,Yes,No,Yes,One year,,Electronic check,71.09,237.18,2020-01-10,2.0,Yes
CUST-10845,Male,1,Yes,No,46.396622673221984,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.03,3376.04,2020-01-11,4.0,No
CUST-10846,Male,0,Yes,No,21.24752233968762,Yes,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,72.02,1516.94,12/01/2020,4.0,Yes
CUST-10847,,0,No,Yes,52.77738818347758,Yes,No phone service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.49,4942.77,2020-01-13,3.0,No
CUST-10848,Female,0,Yes,No,66.66810687317772,Yes,No,Fiber optic,No internet service,No,Yes,One year,No,Bank transfer (automatic),90.66,6047.35,2020-01-14,2.0,
CUST-10849,Female,0,No,No,1.3228791611311803,Yes,Yes,No,No,No,No internet service,One year,No,Bank transfer (automatic),62.84,,2020-01-15,3.0,Yes
CUST-10850,Male,0,Yes,No,16.682103979246776,Yes,Yes,fiber optic,No,No,No internet service,month-to-month,No,Mailed check,39.28, ,2020-01-15,,No
CUST-10851,Female,0,NO,Yes,11.278725824966035,Yes,No,DSL,Yes,No,No,Two year,Yes,Credit card (automatic),76.2,853.31,2020-01-16,1.0,No
CUST-10852,Male,1,No,No,23.594902458372697,Yes,Yes,DSL,No internet service,No,No,Two year,No,Bank transfer (automatic),120.0,2843.16,17/01/2020,2.0,Yes
CUST-10853,male,0,No,No,37.86951832969518,No,Yes,No,No,No internet service,No,Two year,No,Credit card (automatic),74.34,2802.95,18/01/2020,,No
CUST-10854,Male,0,Yes,Yes,7.903779541321446,No,Yes,No,No internet service,,No internet service,Two year,Yes,Electronic check,55.82,444.13,19/01/2020,5.0,Yes
CUST-10855,Male,0,No,No,19.529531956519556,Yes,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,80.78,1588.29,2020-01-20,4.0,No
CUST-10856,Male,0,Yes,Yes,29.60399355397569,Yes,,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Electronic check,82.57,2443.87,2020-01-21,2.0,
