CustomerID,Churn_Numeric,SeniorCitizen,SatisfactionScore,TotalServicesCount,IsHighValueCustomer,Gender_Binary,Partner_Binary,Dependents_Binary,PhoneService_Binary,PaperlessBilling_Binary,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_Early (1-2yrs),TenureGroup_Established (2-4yrs),TenureGroup_Loyal (4+yrs),TenureMonths_Scaled,MonthlyCharges_Capped_Scaled,TotalCharges_Log1p_Scaled,CustomerAgeDays_Scaled,MonthlyToTotalRatio_Scaled
CUST-10408,1,0.0,5,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0.6227955909878827,0.7415606732984703,1.011036659747179,1.1786949210477484,-0.10924604373151427
CUST-10409,1,0.0,4,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.9772040750735588,1.4268735026164345,-0.4966281211237596,1.175516431138375,-0.027551470885686786
CUST-10410,1,0.0,3,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.7193843089022302,-0.24505045180592283,0.7523394224293516,1.175516431138375,-0.10973304684538207
CUST-10411,0,0.0,4,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0.6707611449504222,-0.15951834213757907,0.7661227322789441,1.1739271861836884,-0.10951203390203185
CUST-10412,0,1.0,2,3,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,-0.8525317418470064,-0.5688757229782533,-0.726087274114023,1.1723379412290016,-0.06143286503373843
CUST-10413,1,0.0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,-0.7687424747639583,-0.9729533439628566,-0.727167827077745,1.1723379412290016,-0.0748110201035105
CUST-10414,0,0.0,3,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,2.164260571506834,0.24913507072228555,1.3255542775031666,1.1691594513196282,-0.11383310358823455
CUST-10415,1,0.0,2,3,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0.9217112571658791,-0.18098936555226616,0.8511326950840326,1.1691594513196282,-0.11066405809259908
CUST-10416,1,1.0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.2603435961322277,-0.5759154027863472,0.41667848618618397,1.1675702063649416,-0.10671375336987578
CUST-10417,1,1.0,3,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,-1.0750505615125416,-0.5143182044655236,-1.5082914533400849,1.1659809614102548,0.04857084626412901
CUST-10418,1,0.0,3,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,-0.5269613416935924,0.5704964539617827,0.19659519429353647,1.1643917164555682,-0.09110310748210798
CUST-10419,0,0.0,5,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.19317848207881771,-0.8803815544864186,-0.015437656799088349,1.1628024715008813,-0.10083434387605633
CUST-10420,1,0.0,2,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-0.9287278326127926,-0.29890400233784303,-0.81391010011746,1.1612132265461947,-0.044214256874289766
CUST-10421,1,1.0,3,3,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,-0.46339307538180285,0.9108649726831344,0.34551862652473603,1.1612132265461947,-0.0934178857992542
CUST-10422,1,1.0,3,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,-0.07360902740823508,0.22308825543233743,0.49198719732473456,1.159623981591508,-0.10259449212348132
CUST-10423,1,0.0,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.7014751239328695,-1.146481451232377,-0.7149635227253688,1.1564454916821345,-0.08121354193347521
CUST-10424,1,0.0,2,2,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0.6471634869936367,-0.06342671275709422,0.79133019123698,0.8783276246119595,-0.10940767946709659
CUST-10425,0,1.0,3,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1.0281992538085454,0.42336714597261554,1.0794463628888091,1.1548562467274477,-0.11111184094597185
CUST-10426,0,1.0,3,2,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,-0.7081892710372837,1.0066046180732147,0.06111127926651869,1.153267001772761,-0.08040414266654984
CUST-10427,0,0.0,4,3,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1.0147693886542535,-0.8356795877050209,0.6103959560528018,1.1516777568180743,-0.11108663826844774
CUST-10428,0,1.0,2,2,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,-1.0467636248857775,-0.628009033366244,-1.4183454102716888,1.1500885118633877,0.020341868618492204
CUST-10429,0,0.0,3,3,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1.007874383839495,-0.7719704854417689,0.6413776530374335,1.1500885118633877,-0.11107572759015595
CUST-10430,1,0.0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9789416076954591,-0.7198768548618725,-1.1066982110074222,1.1484992669087009,-0.03184953716792849
CUST-10431,1,0.0,1,3,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,-1.0741412673109203,0.3895766828937634,-1.2229544599850992,1.1469100219540143,0.05375398509163792
CUST-10432,0,0.0,5,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.05590556901430547,0.5895035894436371,0.6858902038902004,1.1453207769993274,-0.10452351656074489
CUST-10433,0,0.0,3,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,-0.41059183561475376,1.0717216562980856,0.44610644089689283,1.1437315320446408,-0.09552218825384282
CUST-10434,0,1.0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.688636300814913,-0.13452747881884486,1.105605542707551,1.142142287089954,-0.11305455185333929
CUST-10435,1,0.0,2,2,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,-0.6357024162206248,-1.5220483689941993,-0.936995649754388,1.1405530421352674,-0.08467646576205837
CUST-10436,1,1.0,2,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.7712984591551646,0.6686999872846962,-0.14577327044520597,1.1389637971805806,-0.07335738911439142
CUST-10437,0,0.0,5,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,-0.3431784095956329,0.12981249797508992,0.25937534686346597,1.1389637971805806,-0.0973585266674065
CUST-10438,1,0.0,1,2,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,-0.4464556918467301,0.02527325282489202,0.11850057364304532,-1.0303555659667847,-0.09397251407798272
CUST-10439,0,0.0,3,3,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,-0.670607206303566,-1.3932222285060765,-0.8412027020300291,1.1357853072712072,-0.08382532677977558
CUST-10440,0,0.0,4,4,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.244317456075764,-0.24505045180592283,0.5411588021996547,1.1341960623165206,-0.10658559598891101
CUST-10441,0,0.0,3,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.5351967234987136,-1.2985385350872105,0.129005927752894,1.1326068173618338,-0.10858114074648985
CUST-10442,1,0.0,3,3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1.1265566199164918,0.47088498467725076,1.127706445715787,1.131017572407147,-0.1114940351312039
CUST-10443,0,1.0,3,3,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,2.428220944763088,2.8590963595731864,1.1495113287478795,1.1294283274524604,-0.10502723874505909
CUST-10444,1,1.0,3,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-0.8053753613815031,-0.5868269064888932,-0.6295403658324293,1.1278390824977735,-0.06890520027912721
CUST-10445,0,0.0,4,2,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0.3354220680148638,-1.6610820452040584,-0.29759567311969387,1.1278390824977735,-0.10716288657421891
CUST-10446,0,0.0,3,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.5755726091176314,1.0463788089889468,0.25810345085063413,1.126249837543087,-0.08899567692024508
CUST-10447,0,0.0,4,3,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0.18064193010750465,-0.3112234420020078,0.48249943484825775,1.1246605925884001,-0.1059912630290799
CUST-10448,1,0.0,2,3,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,-0.40134942599448564,0.05378395604767335,0.17578948674053416,1.1230713476337135,-0.09554397215715181
CUST-10449,0,1.0,2,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,2.428220944763088,-0.8145605482807385,0.9948660148189133,1.1214821026790267,-0.11437340277345254
CUST-10450,0,1.0,4,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.3909191825779408,-1.6818491006379361,-0.2937193524342553,1.11989285772434,-0.107616545487689
CUST-10451,0,0.0,3,3,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,2.428220944763088,-0.5994983301434627,1.1006011461236491,1.1183036127696533,-0.11440192114165826
CUST-10452,0,1.0,3,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.9876028389571992,-0.43054601474920345,0.784331552611601,1.1167143678149667,-0.1109796470148829
CUST-10453,1,0.0,4,4,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1.6252184770325262,0.27095807812737754,1.2198908303099456,1.1151251228602799,-0.1129250632197312
CUST-10454,1,1.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.12965736869475447,-0.4129468152289681,0.4091530601492088,1.1151251228602799,-0.10537295789792692
CUST-10455,1,0.0,3,3,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,-0.4393353122037245,-0.7966093647700986,-0.19970380241969485,1.1135358779055933,-0.0942984934318933
CUST-10456,0,1.0,4,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,-0.8295037235077448,-1.625531662173183,-1.3051630752628647,1.1119466329509065,-0.07027578615814833
CUST-10457,1,0.0,4,4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.6221649305017297,0.01295381316072748,-0.09336020523923627,1.1103573879962199,-0.0859106053024396
CUST-10458,1,0.0,3,3,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,-1.1536324842007073,-0.8793256025152046,-2.4454513727269136,1.108768143041533,0.3418099403747925
CUST-10459,1,1.0,3,3,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,-0.28583016912232156,1.356476704535493,0.6173669876532504,1.1071788980868464,-0.09876628896444879
CUST-10460,1,0.0,1,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.33272431045470396,0.12030893023416298,0.27056098819866414,1.1055896531321596,-0.09776817514492847
CUST-10461,1,0.0,3,3,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,-0.2826506954059917,0.5553611423743806,0.4289794323070577,1.1055896531321596,-0.09871758229952321
CUST-10462,0,0.0,3,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2.428220944763088,-0.30066392228986644,1.2213360361780992,0.7782051924666964,-0.11439520132759184
CUST-10463,1,0.0,5,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1.7360666764719923,0.17451446475648755,1.2231914299918034,1.1008219182680994,-0.11319908100980886
CUST-10464,1,0.0,2,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.9661573999855145,-0.9785850878093321,-1.225500232839953,1.0992326733134128,-0.03360466411522741
CUST-10465,1,1.0,4,2,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,-0.6249064761745619,-1.282347271528594,-0.7198978530157796,1.0992326733134128,-0.08544624996965351
CUST-10466,1,1.0,4,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,-0.5151408324140542,-0.022244585879743206,0.051870923141445334,-1.0971038540636266,-0.0921912296908319
CUST-10467,1,0.0,4,4,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,-0.6407063916706282,0.5641607421344983,0.04806004230544624,1.0960541834040394,-0.08502657500032713
CUST-10468,0,1.0,3,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.7475595842231803,-1.6818491006379361,-0.13751426947795672,1.0944649384493526,-0.10983511416309899
CUST-10469,1,0.0,3,3,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.28571777417075933,-0.5650038990838014,0.05561139945386188,1.092875693494666,-0.09876520355001041
CUST-10470,1,0.0,4,2,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,-0.15775111244204829,1.9069796655284545,0.8213550337837372,1.092875693494666,-0.10128588523906241
CUST-10471,0,0.0,3,3,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1.1267985999810355,0.4680691127540132,1.128846162350514,1.0912864485399791,-0.11151422105262998
CUST-10472,1,1.0,3,3,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0.7927373052486133,1.5856182822889575,1.2629663049952096,1.0896972035852925,-0.11011688672095085
CUST-10473,1,1.0,5,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.007736177554846,-0.7075574151977077,-1.3117840467866122,1.0881079586306057,-0.0037272725137073013
CUST-10474,1,0.0,3,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.32623119829030994,-0.5217098682640224,0.4720074268846286,1.0865187136759191,-0.107244535938288
CUST-10475,0,0.0,5,4,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,-0.49094143411019703,0.9826697067256948,0.33851086460934865,1.0849294687212323,-0.09258878973865628
CUST-10476,1,1.0,2,3,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,-0.7585892133732707,0.6204781805992512,-0.11368085514149945,1.0833402237665457,-0.07598630669480042
CUST-10477,1,0.0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.116523143927532,-0.13769533473248735,-1.794663631502516,1.0817509788118589,0.1770012872206294
CUST-10478,0,1.0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.37521799138289813,-1.3713992211009847,-0.5034928887076097,1.0817509788118589,-0.09611861138215747
CUST-10479,0,0.0,4,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.65024890608288,1.1836525652467822,0.17007859420371518,1.0801617338571723,-0.0838360082945654
CUST-10480,1,0.0,4,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-0.8299461462015854,1.9083876014900736,-0.00025212343247959693,1.0785724889024855,-0.06558866823883053
CUST-10481,1,0.0,3,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0.24797519292284018,-1.6818491006379361,-0.3668088058583909,1.0769832439477989,-0.1064106702571245
CUST-10482,1,1.0,3,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0.5858654930555871,1.4441207181462654,1.152134817796241,1.075393998993112,-0.10903012940026009
CUST-10483,1,1.0,2,4,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,-0.8406965654055056,-0.5326213719665684,-0.6528813365500152,1.0738047540384252,-0.06568519930050035
CUST-10484,1,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.1172459784663735,-0.39006785585266196,-2.0804830983369214,1.0722155090837386,0.26267384578497605
CUST-10485,0,0.0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0924462775586663,0.24667118278945285,1.0523270121861588,1.0706262641290518,-0.11136825195895049
CUST-10486,0,0.0,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1.478118263630221,-1.3112099587417798,0.46188315778394795,1.0706262641290518,-0.1125606154189265
CUST-10487,0,0.0,4,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2.1474096146289448,-0.07715408838287756,1.236809055415887,1.0690370191743652,-0.1139405737290121
CUST-10488,0,1.0,4,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.009316476636296372,-1.6818491006379361,-0.5228081269900313,1.0674477742196784,-0.10341303591457211
CUST-10489,1,0.0,2,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,-0.7113182659750124,0.46454927284996633,-0.0767324841787018,1.0658585292649918,-0.08026029876038507
CUST-10490,1,0.0,4,3,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,-0.8380059783391471,1.9083876014900736,0.00860424342023109,1.064269284310305,-0.06621510909383932
CUST-10491,1,1.0,2,4,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,-1.1673337073516337,-0.7135411430345877,-2.8831356038091784,1.0626800393556184,0.7970556565134413
CUST-10492,1,0.0,2,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.8554383513081246,-0.21759570055435565,-0.5865245203038193,1.0610907944009316,-0.061479883219518854
CUST-10493,1,0.0,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.000069414370287,-0.16409413401284037,-1.009782892932301,1.059501549446245,-0.015492560218468399
CUST-10494,0,0.0,3,2,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,-0.03956467274563458,1.0034367621595726,0.7203915928438142,1.059501549446245,-0.10314763395287571
CUST-10495,1,0.0,3,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,-0.9592068684241224,0.3902806508745732,-0.6770461364543927,1.0579123044915582,-0.035163476135683505
CUST-10496,1,0.0,2,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0.4583123287377935,0.9337439320594405,0.9846585423643314,0.6796720052761202,-0.10821229758837032
CUST-10497,0,0.0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7103687207963154,-0.572747546872705,0.6210845745371575,1.0547338145821847,-0.10972514017989629
CUST-10498,1,0.0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.7527928562893602,0.4198473060685682,-0.1664758258732308,1.0531445696274981,-0.07603645442468401
CUST-10499,1,0.0,2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-1.1352989645273321,-1.6818491006379361,-2.724002827647102,1.0515553246728113,0.17436041419737958
CUST-10500,1,0.0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,-1.1325688341038804,0.6665880833422678,-1.845371402826461,1.0499660797181247,0.31460298701905004
CUST-10501,0,1.0,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.1461108508184412,-1.3228254304251352,-3.265096828613597,1.048376834763438,0.8204130414533682
CUST-10502,0,0.0,2,2,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0.4371262480084718,-0.3840841280157821,0.5798578656585831,1.048376834763438,-0.10805601300676472
CUST-10503,0,0.0,1,2,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,-0.03073344342180949,0.7489523370969694,0.671223483636595,1.046787589808751,-0.1033904294609713
CUST-10504,1,0.0,1,3,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0.7345307587019942,-1.6600260932328443,-0.12571585528957321,1.0451983448540645,-0.10965598357293387
CUST-10505,1,1.0,3,4,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.735826934797278,1.1121998151946266,1.1439159925421616,1.0436090998993777,-0.10985300390388471
CUST-10506,0,1.0,2,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,-0.45295220533141506,-0.1693738938689109,0.04208979705364054,1.042019854944691,-0.09361321475079902
CUST-10507,1,0.0,2,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,-0.31356715868914364,1.496214348726162,0.6176484149784722,1.0404306099900043,-0.09798400849473166
CUST-10508,0,0.0,3,2,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0.32252597350549045,-0.9916084954543061,0.22482619688582747,1.0388413650353177,-0.10696819394949943
CUST-10509,1,0.0,2,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,-0.7940991424714295,-1.6818491006379361,-1.3771800763732225,1.0356628751259442,-0.06978938455024243
CUST-10510,1,0.0,3,2,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,-1.0223644305666133,-0.06870647261316477,-1.1093587731718229,1.0372521200806308,0.004369515245717955
CUST-10511,1,0.0,3,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.20199655984358178,0.5817599416547337,0.5109706328768766,1.0356628751259442,-0.10067927359873927
CUST-10512,1,0.0,1,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,-0.7021881252033876,0.6704599072367197,-0.02429575178068103,1.0340736301712574,-0.08017006201962482
CUST-10513,0,0.0,4,2,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,-0.47582395429840546,-1.2369413367663868,-0.4823573977196094,1.0324843852165708,-0.09351909041868138
CUST-10514,0,0.0,3,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0.07338610031922635,-1.6818491006379361,-0.46957335692317276,1.030895140261884,-0.10450600119882886
CUST-10515,1,0.0,5,3,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,-0.35898771539627855,-0.36789286445716557,0.07365758254007831,1.0293058953071974,-0.09697009171381085
CUST-10516,0,1.0,5,3,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,-0.014151857361559614,0.5071393356889357,0.6249533319355363,1.0277166503525106,-0.10372860407860741
CUST-10517,0,0.0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.23368348316494578,0.4536377691474203,0.4413361627230748,1.026127405397824,-0.09977969923270404
CUST-10518,1,0.0,2,2,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0.4402255320261812,1.6218726333006424,1.1248523324486883,1.026127405397824,-0.10813058731231164
CUST-10519,1,1.0,3,3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0.293166359794941,-0.4323059347012269,0.4939195546268849,1.0245381604431372,-0.1069995551126354
CUST-10520,0,0.0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,-0.2597987782289962,-1.6818491006379361,-0.6834232692433403,1.0229489154884506,-0.0996096859972155
CUST-10521,1,0.0,2,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0.1874404285584924,1.2255386601049423,0.9129664660287181,1.0213596705337638,-0.1059722183884242
CUST-10522,1,0.0,3,2,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1.3078044837468044,0.1681787529292031,1.0976860737821785,1.0197704255790772,-0.11207795256011996
CUST-10523,0,0.0,4,3,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.4976616094290315,0.26004657442483153,0.15047383238519846,1.0181811806243903,-0.0925701414510649
CUST-10524,1,0.0,2,3,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0.8715629928848548,0.7718312964732751,1.1165748778455855,1.0165919356697035,-0.11049407317159109
CUST-10525,0,0.0,4,2,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.5588458316778088,1.2962874421762884,1.1098402806828112,1.015002690715017,-0.10886429584301818
CUST-10526,1,1.0,1,5,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,-0.1280168607347679,-0.0623707607858798,0.36942643856600493,1.015002690715017,-0.10186167188612164
CUST-10527,0,0.0,3,3,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,-1.08966638277462,-0.31678478905040197,-1.1384310889785885,1.01341344576033,-0.005003167892103536
CUST-10528,0,0.0,3,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1.4985576033021863,0.5448016226622395,1.2596738864659989,1.0118242008056435,-0.11259898880079591
CUST-10529,0,0.0,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.1406216090899248,-0.7304363745740136,-2.0895582692951096,1.0102349558509567,0.19889512130801384
CUST-10530,0,0.0,3,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.48062896866265803,-0.2844726587312499,0.6400208175313663,1.00864571089627,-0.10838471402138511
CUST-10531,0,0.0,3,2,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.5313645339414474,0.6130865168007525,0.9384764919818859,1.0070564659415833,-0.10868869693557338
CUST-10532,1,1.0,4,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2.428220944763088,-0.7864018290483621,1.0116026451655185,1.0054672209868967,-0.1143913576288742
CUST-10533,1,0.0,4,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,-1.111303804853176,0.8978415650381605,-1.4622545921148395,1.0038779760322099,0.1627048130733061
CUST-10534,1,0.0,3,3,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,-0.08610545584807207,0.12910852999428063,0.4646385398383554,1.0038779760322099,-0.102622481420339
CUST-10535,1,0.0,4,2,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.5070070590791484,0.3649378035654343,0.16439850389601973,1.0022887310775233,-0.09198268159387932
CUST-10536,0,0.0,4,3,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,-0.6956412274526186,1.4831909410811879,0.17668728740770417,1.0006994861228364,-0.08111651267798431
CUST-10537,1,0.0,3,3,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,-1.0644129971845913,0.3385390042850813,-1.1376461387596446,0.9991102411681497,0.03239199965404796
CUST-10538,1,0.0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.18399921222702414,0.03724070849865217,0.36989020398155403,0.997520996213463,-0.10109169308567713
CUST-10539,1,0.0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.3943111712544158,-0.12537589506832256,0.11994064981010685,0.9959317512587763,-0.09566296024856827
CUST-10540,0,0.0,3,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,-1.0454515128155895,-0.1802853975714569,-1.2449423205006966,0.9943425063040896,0.021272402703190526
CUST-10541,0,0.0,4,3,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,-0.03856218501624024,0.29172513356125485,0.5416232680386314,0.9927532613494029,-0.10323888213997176
CUST-10542,1,0.0,4,3,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0.43173971242984466,1.4015306553072957,1.0729806313212313,0.9927532613494029,-0.10800649565538793
CUST-10543,0,0.0,3,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.5744101995299346,-0.6839744878405922,0.5123259810816667,0.9911640163947162,-0.10893494568114023
CUST-10544,0,1.0,3,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.6562218762936924,-0.7638748536624608,0.8376892221080866,0.9895747714400295,-0.11297060461844372
CUST-10545,1,1.0,4,2,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,-0.5449965981262884,1.3188144175621896,0.35407630423806896,0.9879855264853428,-0.09044595819893714
CUST-10546,0,0.0,5,3,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,2.428220944763088,-0.6357526811551475,1.0828607115709428,0.9863962815306561,-0.11439142600368296
CUST-10547,0,0.0,3,4,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1.2328894427739856,0.19000176033429506,1.0814839880711797,0.9848070365759694,-0.11185002284332572
CUST-10548,0,0.0,3,4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,-0.7554275221435817,-0.6628554484163097,-0.552480602797542,0.9832177916212826,-0.07580941708863922
CUST-10549,0,0.0,5,3,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-0.9696367228134585,-1.6818491006379361,-2.0720815112776787,0.9816285466665959,0.004853230459413503
