CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SignupDate,SatisfactionScore,Churn,SignupDate_Parsed,CustomerAgeDays
CUST-10696,Male,1.0,Yes,No,72.0,Yes,No phone service,DSL,No,No,No internet service,Month-to-month,No,Credit card (automatic),81.72,5864.19,2019-09-02,3,No,2019-09-02 00:00:00.000000000,1582
CUST-10697,Female,0.0,Yes,Yes,32.37061007101618,Yes,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.02,1036.5069344739381,03/09/2019,2,Yes,2019-03-09 00:00:00.000000000,1759
CUST-10698,Male,0.0,Yes,No,31.193755981714617,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,70.884,1727.53,"Sep 04, 2019",5,No,2019-09-04 00:00:00.000000000,1580
CUST-10699,Female,0.0,Yes,Yes,11.115938960208538,Yes,No,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),97.35,1082.136657776301,"Sep 05, 2019",2,Yes,2019-09-05 00:00:00.000000000,1579
CUST-10700,Female,0.0,Yes,Yes,4.891015150917078,Yes,Yes,DSL,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),118.56,561.28,2019-09-06,3,Yes,2019-09-06 00:00:00.000000000,1578
CUST-10701,Male,0.0,Yes,No,14.047832956405518,Yes,Yes,DSL,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),77.9,1084.77,2019-09-07,4,Yes,2019-09-07 00:00:00.000000000,1577
CUST-10702,Male,0.0,No,Yes,4.349303546778124,Yes,No,Fiber optic,No internet service,Yes,No,Two year,No,Mailed check,59.62,266.53,"Sep 08, 2019",5,No,2019-09-08 00:00:00.000000000,1576
CUST-10703,Male,0.0,Yes,No,39.921069717809004,No,Yes,DSL,No,Yes,No internet service,Two year,Yes,Mailed check,49.66,1982.480322186395,"Sep 09, 2019",4,Yes,2019-09-09 00:00:00.000000000,1575
CUST-10704,Male,0.0,No,No,2.428766951075419,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,92.02,222.51,2019-09-09,5,Yes,2019-09-09 00:00:00.000000000,1575
CUST-10705,Male,1.0,Yes,Yes,21.352256146505503,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,98.7,2115.26,2019-09-10,2,Yes,2019-09-10 00:00:00.000000000,1574
CUST-10706,Male,0.0,No,Yes,23.633772144239217,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,30.01,699.83,2019-09-11,2,No,2019-09-11 00:00:00.000000000,1573
CUST-10707,Female,1.0,Yes,Yes,18.53670176271695,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,92.01,1714.67,2019-09-12,1,Yes,2019-09-12 00:00:00.000000000,1572
CUST-10708,Male,0.0,No,No,26.04622782020774,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,46.49,1205.39,2019-09-13,2,No,2019-09-13 00:00:00.000000000,1571
CUST-10709,Female,0.0,No,Yes,2.9640656130375493,Yes,Yes,DSL,Yes,No,Yes,Two year,Yes,Electronic check,38.91,101.3,2019-09-14,1,Yes,2019-09-14 00:00:00.000000000,1570
CUST-10710,Female,0.0,Yes,Yes,19.433343002639102,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Mailed check,60.09,1165.8,2019-09-15,1,No,2019-09-15 00:00:00.000000000,1569
CUST-10711,Female,0.0,Yes,No,8.12572894182693,Yes,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.45,762.21,2019-09-16,3,Yes,2019-09-16 00:00:00.000000000,1568
CUST-10712,Female,0.0,Yes,Yes,67.59238605286494,No,No,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),73.98,4995.86,INVALID_DATE,3,No,2018-05-14 11:42:23.202788369,2057
CUST-10713,Male,0.0,Yes,No,34.458857172302075,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.17,2518.46,2019-09-17,2,Yes,2019-09-17 00:00:00.000000000,1567
CUST-10714,Male,0.0,No,No,72.0,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Credit card (automatic),75.27,5428.21,2019-09-18,2,No,2019-09-18 00:00:00.000000000,1566
CUST-10715,Female,0.0,Yes,No,0.9187072510215739,Yes,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),78.73,74.7,2019-09-19,4,Yes,2019-09-19 00:00:00.000000000,1565
CUST-10716,Female,0.0,Yes,No,8.055816303131717,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),78.78,497.93,2019-09-20,1,Yes,2019-09-20 00:00:00.000000000,1564
CUST-10717,Female,0.0,Yes,No,5.218514201881721,Yes,Yes,Fiber optic,Yes,Yes,No internet service,One year,No,Electronic check,83.66,439.68,2019-09-21,3,Yes,2019-09-21 00:00:00.000000000,1563
CUST-10718,Male,1.0,Yes,Yes,37.10879732364818,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,44.91,1666.5560878050399,2019-09-22,4,No,2019-09-22 00:00:00.000000000,1562
CUST-10719,Female,1.0,Yes,No,6.660041015457152,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Mailed check,84.23,551.83,2019-09-23,4,Yes,2019-09-23 00:00:00.000000000,1561
CUST-10720,Female,0.0,Yes,No,27.254796686345806,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.41,2443.61,2019-09-23,4,No,2019-09-23 00:00:00.000000000,1561
CUST-10721,Male,0.0,Yes,Yes,6.306718791060868,Yes,No,Fiber optic,No,No,No internet service,One year,Yes,Bank transfer (automatic),85.67,537.37,2019-09-24,2,No,2019-09-24 00:00:00.000000000,1560
CUST-10722,Male,0.0,No,Yes,17.0716360437227,Yes,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,87.23,1491.91,2019-09-25,1,No,2019-09-25 00:00:00.000000000,1559
CUST-10723,Female,0.0,Yes,No,52.50321003310462,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.65,4129.87,2019/09/26 14:26,4,No,2019-09-26 14:26:00.000000000,1557
CUST-10724,Female,0.0,Yes,No,28.40110511572714,Yes,yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,99.9,2836.68,2019-09-27,4,Yes,2019-09-27 00:00:00.000000000,1557
CUST-10725,Female,1.0,No,No,12.045933629559197,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,No,Electronic check,18.0,220.55,2019-09-28,3,No,2019-09-28 00:00:00.000000000,1556
CUST-10726,Male,0.0,Yes,No,11.183090627030635,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,90.31,1008.22,2019/09/29 05:31,4,Yes,2019-09-29 05:31:00.000000000,1554
CUST-10727,Female,0.0,Yes,Yes,14.59969233588923,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),120.0,1751.9630803067075,2019-09-30,3,Yes,2019-09-30 00:00:00.000000000,1554
CUST-10728,Male,0.0,Yes,No,4.676386397522222,No,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),46.04,207.62,2019-09-30,2,Yes,2019-09-30 00:00:00.000000000,1554
CUST-10729,Male,0.0,Yes,No,24.122977016351136,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),42.69,1028.77,2019-10-01,3,No,2019-10-01 00:00:00.000000000,1553
CUST-10730,Male,0.0,No,Yes,10.86712862700675,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,Credit card (automatic),103.29,1125.73,02/10/2019,2,Yes,2019-02-10 00:00:00.000000000,1786
CUST-10731,Female,0.0,Yes,No,45.91235119849378,No,No,No,No,No,No,Month-to-month,No,Mailed check,36.9,1694.75,2019-10-03,3,No,2019-10-03 00:00:00.000000000,1551
CUST-10732,Female,0.0,No,No,33.90851095005208,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,44.7,1503.64,2019-10-04,2,No,2019-10-04 00:00:00.000000000,1550
CUST-10733,Female,0.0,No,No,22.630205079718973,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.8,1582.74,2019-10-05,2,Yes,2019-10-05 00:00:00.000000000,1549
CUST-10734,Male,0.0,No,Yes,10.86899343222736,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer (automatic),40.73,444.14,2019-10-06,5,No,2019-10-06 00:00:00.000000000,1548
CUST-10735,Female,0.0,No,No,5.655265157348339,Yes,No,Fiber optic,Yes,No internet service,No,Two year,Yes,Mailed check,90.95,519.3,2019-10-07,1,Yes,2019-10-07 00:00:00.000000000,1547
CUST-10736,Male,0.0,No,No,35.922898123352965,No,no,No,No,Yes,Yes,One year,No,Electronic check,40.98,1476.15,"Oct 07, 2019",2,Yes,2019-10-07 00:00:00.000000000,1547
CUST-10737,Female,0.0,Yes,No,15.991877828818993,Yes,No phone service,Fiber optic,No internet service,No,No,Two year,Yes,Bank transfer (automatic),75.52,1212.4,2019-10-08,2,No,2019-10-08 00:00:00.000000000,1546
CUST-10738,Male,0.0,Yes,No,21.850048942151627,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,73.23,1600.0790840337638,2019-10-09,3,Yes,2019-10-09 00:00:00.000000000,1545
CUST-10739,Male,0.0,Yes,Yes,5.21111851645912,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.62,575.41,10/10/2019,3,Yes,2019-10-10 00:00:00.000000000,1544
CUST-10740,Female,0.0,No,No,4.3392910699103115,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.66,423.08,2019-10-11,5,No,2019-10-11 00:00:00.000000000,1543
CUST-10741,Male,0.0,No,No,36.03135892430548,Yes,Yes,DSL,Yes,No,No,Two year,No,Electronic check,48.81,1768.15,2019-10-12,3,Yes,2019-10-12 00:00:00.000000000,1542
CUST-10742,Female,0.0,No,Yes,6.2412068322087775,Yes,No phone service,DSL,Yes,No,No,Two year,No,Electronic check,26.77,159.13,2019-10-13,2,Yes,2019-10-13 00:00:00.000000000,1541
CUST-10743,Female,0.0,Yes,No,17.94969269882929,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),89.84,1622.6,2019-10-14,3,Yes,2019-10-14 00:00:00.000000000,1540
CUST-10744,Male,1.0,Yes,No,14.415660624845536,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.1,650.1462941805337,15/10/2019,4,Yes,2019-10-15 00:00:00.000000000,1539
CUST-10745,Male,0.0,No,No,20.797789588024006,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.63,3976.62,2019-10-15,5,No,2019-10-15 00:00:00.000000000,1539
CUST-10746,Male,0.0,No,Yes,50.323945676926776,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.91,1651.02,2019-10-16,2,No,2019-10-16 00:00:00.000000000,1538
CUST-10747,Female,0.0,Yes,No,48.55299536896176,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.07,4125.84,2019-10-17,2,Yes,2019-10-17 00:00:00.000000000,1537
CUST-10748,Male,0.0,Yes,No,14.395089874020929,Yes,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes,Mailed check,45.31,685.09,2019-10-18,3,No,2019-10-18 00:00:00.000000000,1536
CUST-10749,Female,0.0,No,No,0.37165284269657994,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),63.65,21.86,2019-10-19,3,Yes,2019-10-19 00:00:00.000000000,1535
CUST-10750,Male,0.0,Yes,Yes,13.34158469778859,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,64.11,862.51,2019-10-20,2,No,2019-10-20 00:00:00.000000000,1534
CUST-10751,Female,0.0,No,No,22.365496850510585,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,70.21,1595.34,2019-10-21,5,No,2019-10-21 00:00:00.000000000,1533
CUST-10752,Female,0.0,Yes,Yes,19.581919661945044,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,84.55,1659.35,2019-10-22,3,Yes,2019-10-22 00:00:00.000000000,1532
CUST-10753,Male,0.0,No,No,25.287524992387713,Yes,No,DSL,No,No,No,Two year,No,Electronic check,57.42,1469.63,2019-10-22,4,No,2019-10-22 00:00:00.000000000,1532
CUST-10754,Male,0.0,No,No,4.015810600142683,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Mailed check,42.46,179.57,2019-10-23,4,Yes,2019-10-23 00:00:00.000000000,1531
CUST-10755,Female,0.0,Yes,No,23.876406891894,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),18.0,429.775324054092,2019-10-24,2,Yes,2019-10-24 00:00:00.000000000,1530
CUST-10756,Female,0.0,No,Yes,4.840556634359466,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Electronic check,67.78,333.2,2019-10-25,4,Yes,2019-10-25 00:00:00.000000000,1529
CUST-10757,Female,0.0,Yes,No,33.32141960224651,Yes,No,DSL,No internet service,No,No internet service,One year,No,Credit card (automatic),59.99,1986.67,2019-10-26,4,No,2019-10-26 00:00:00.000000000,1528
CUST-10758,Male,0.0,Yes,No,9.93921586692303,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.39,427.75,2019-10-27,2,Yes,2019-10-27 00:00:00.000000000,1527
CUST-10759,Female,1.0,Yes,No,29.70033231471084,Yes,No phone service,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,66.58,1981.07,2019-10-28,3,Yes,2019-10-28 00:00:00.000000000,1526
CUST-10760,Male,0.0,No,Yes,1.177177836858207,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,90.38,99.84,29/10/2019,3,Yes,2019-10-29 00:00:00.000000000,1525
CUST-10761,Male,0.0,Yes,Yes,12.576293490908185,Yes,No,DSL,No internet service,No,Yes,Month-to-month,Yes,Mailed check,98.06,1237.69,2019-10-29,4,No,2019-10-29 00:00:00.000000000,1525
CUST-10762,Male,0.0,Yes,No,29.301526898680784,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.65,544.2,2019-10-30,5,No,2019-10-30 00:00:00.000000000,1524
CUST-10763,Female,0.0,Yes,Yes,6.1754096746237055,No,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Electronic check,53.87,323.68,2019-10-31,4,Yes,2019-10-31 00:00:00.000000000,1523
CUST-10764,Male,1.0,No,No,38.0675159901307,Yes,Yes,Fiber optic,No internet service,Yes,Yes,One year,Yes,Electronic check,93.53,12461.69,2019-11-01,4,No,2019-11-01 00:00:00.000000000,1522
CUST-10765,Female,0.0,No,Yes,23.912685210673974,Yes,No,DSL,No internet service,No,No internet service,Month-to-month,No,Mailed check,112.58,2695.97,2019-11-02,2,Yes,2019-11-02 00:00:00.000000000,1521
CUST-10766,Female,0.0,Yes,No,21.25605204209591,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,40.18,844.64,03/11/2019,4,Yes,2019-03-11 00:00:00.000000000,1757
CUST-10767,Female,0.0,Yes,No,10.470183620167743,Yes,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,106.05,1110.83,2019-11-04,4,No,2019-11-04 00:00:00.000000000,1519
CUST-10768,Male,0.0,Yes,No,15.807647548754066,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24.2,385.4,05/11/2019,2,No,2019-05-11 00:00:00.000000000,1696
CUST-10769,Female,0.0,No,No,21.832460272513934,Yes,No phone service,No,No,No,No,One year,No,Electronic check,99.15,2146.15,INVALID_DATE,3,Yes,2022-03-07 10:04:40.163923990,664
CUST-10770,Male,0.0,No,No,15.348830261968708,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,56.25,863.3717022357398,"Nov 06, 2019",3,No,2019-11-06 00:00:00.000000000,1517
CUST-10771,Female,0.0,No,Yes,28.760791120109207,Yes,No,DSL,Yes,No internet service,No,Month-to-month,Yes,Electronic check,111.58,3195.29,2019-11-07,4,No,2019-11-07 00:00:00.000000000,1516
CUST-10772,Male,1.0,Yes,Yes,13.647021365006335,Yes,No phone service,DSL,No,Yes,No internet service,Month-to-month,No,Electronic check,50.78,692.9957449150218,"Nov 08, 2019",3,Yes,2019-11-08 00:00:00.000000000,1515
CUST-10773,Male,0.0,No,No,5.423737755641103,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),55.4,290.95,2019-11-09,5,Yes,2019-11-09 00:00:00.000000000,1514
CUST-10774,Female,1.0,Yes,No,5.777141863229144,Yes,No,Fiber optic,Yes,Yes,No,Two year,No,Electronic check,60.7,337.63,2019-11-10,2,Yes,2019-11-10 00:00:00.000000000,1513
CUST-10775,Male,1.0,Yes,No,0.13969622780408883,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.59,-8.03,2019-11-11,3,No,2019-11-11 00:00:00.000000000,1512
CUST-10776,Male,1.0,No,No,8.59305709955889,No,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.0,155.92,INVALID_DATE,1,No,2023-04-14 10:15:22.339246519,261
CUST-10777,Female,0.0,Yes,No,33.16738243411661,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,80.0,2653.3905947293288,12/11/2019,2,Yes,2019-12-11 00:00:00.000000000,1482
CUST-10778,Female,0.0,No,No,37.936062504328085,Yes,No phone service,DSL,No,Yes,Yes,Two year,No,Mailed check,94.35,3582.63,2019-11-13,2,No,2019-11-13 00:00:00.000000000,1510
CUST-10779,Female,1.0,Yes,Yes,5.429585894037231,Yes,Yes,Fiber optic,Yes,No internet service,No,One year,Yes,Electronic check,82.93,438.77,2019-11-14,3,Yes,2019-11-14 00:00:00.000000000,1509
CUST-10780,Female,0.0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Electronic check,27.08,1962.77,2019-11-15,4,No,2019-11-15 00:00:00.000000000,1508
CUST-10781,Female,0.0,Yes,No,16.75114443551838,Yes,No,DSL,No,No internet service,No internet service,Two year,Yes,Electronic check,79.11,1331.61,2019-11-16,3,Yes,2019-11-16 00:00:00.000000000,1507
CUST-10782,Male,0.0,No,No,59.727808032851684,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,157.47,2082.02,2019-11-17,3,No,2019-11-17 00:00:00.000000000,1506
CUST-10783,Male,0.0,Yes,No,29.442765716797346,Yes,No,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Mailed check,76.93,2278.25,2019-11-18,5,No,2019-11-18 00:00:00.000000000,1505
CUST-10784,Male,0.0,Yes,No,30.76066698083492,Yes,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),98.64,3032.3,2019-11-19,4,No,2019-11-19 00:00:00.000000000,1504
CUST-10785,Male,0.0,No,No,2.133093321638007,No,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Bank transfer (automatic),75.72,167.3,19/11/2019,1,Yes,2019-11-19 00:00:00.000000000,1504
CUST-10786,Female,0.0,Yes,No,5.962799606160899,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),108.76,646.42,2019-11-20,2,Yes,2019-11-20 00:00:00.000000000,1503
CUST-10787,Male,1.0,No,Yes,9.616557872811988,Yes,Yes,DSL,Yes,No,Yes,One year,No,Bank transfer (automatic),60.2,578.9167839432818,2019-11-21,1,Yes,2019-11-21 00:00:00.000000000,1502
CUST-10788,Female,1.0,Yes,Yes,30.221533923527186,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Credit card (automatic),58.2,1757.13,2019-11-22,1,No,2019-11-22 00:00:00.000000000,1501
CUST-10789,Male,0.0,Yes,No,10.13430806246052,Yes,No,DSL,No internet service,No,No,Two year,Yes,Mailed check,66.72,686.14,23/11/2019,3,No,2019-11-23 00:00:00.000000000,1500
CUST-10790,Male,0.0,Yes,No,37.07599350250082,Yes,Yes,DSL,Yes,No internet service,Yes,One year,Yes,Mailed check,24.42,904.74,2019/11/24 07:36,4,No,2019-11-24 07:36:00.000000000,1498
CUST-10791,Female,0.0,No,No,9.933718884567641,Yes,No phone service,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),52.61,517.73,"Nov 25, 2019",2,Yes,2019-11-25 00:00:00.000000000,1498
CUST-10792,Female,0.0,Yes,Yes,41.06649324505621,No,Yes,Fiber optic,No,No internet service,No,Two year,Yes,Credit card (automatic),55.25,2262.05,2019-11-26,3,No,2019-11-26 00:00:00.000000000,1497
CUST-10793,Female,0.0,No,Yes,3.3615595223282724,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,56.18,186.1,2019-11-26,3,No,2019-11-26 00:00:00.000000000,1497
CUST-10794,Male,0.0,No,No,4.569645675566035,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,1163.53,2019-11-27,3,Yes,2019-11-27 00:00:00.000000000,1496
CUST-10795,Female,0.0,No,No,10.004266006412863,Yes,Yes,DSL,Yes,Yes,No,One year,No,Bank transfer (automatic),20.29,222.43,2019-11-28,5,No,2019-11-28 00:00:00.000000000,1495
CUST-10796,Female,0.0,Yes,No,12.601734605280221,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,30.33,398.14,2019-11-29,3,Yes,2019-11-29 00:00:00.000000000,1494
CUST-10797,Female,0.0,Yes,No,10.290941500354133,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card (automatic),78.854,1025.86,2019-11-30,4,Yes,2019-11-30 00:00:00.000000000,1493
CUST-10798,Female,0.0,Yes,Yes,34.6182951933097,Yes,Yes,DSL,No,Yes,No,One year,No,Mailed check,18.0,644.42,"Dec 01, 2019",3,No,2019-12-01 00:00:00.000000000,1492
CUST-10799,Female,1.0,Yes,No,2.4474935580129458,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.19,213.91,02/12/2019,4,No,2019-02-12 00:00:00.000000000,1784
CUST-10800,Female,0.0,Yes,No,10.383768216322402,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.49,550.87,2019-12-03,4,Yes,2019-12-03 00:00:00.000000000,1490
CUST-10801,Male,0.0,Yes,Yes,43.571485268918934,Yes,No,DSL,No internet service,No,No,One year,No,Electronic check,69.5,3032.31,2019-12-03,3,No,2019-12-03 00:00:00.000000000,1490
CUST-10802,Female,0.0,Yes,No,1.6591825653007015,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Electronic check,111.44,183.1,2019-12-04,4,Yes,2019-12-04 00:00:00.000000000,1489
CUST-10803,Female,0.0,No,Yes,68.47805813582549,Yes,Yes,Fiber optic,No,No internet service,No internet service,One year,Yes,Electronic check,60.76,4146.3,2019-12-05,3,No,2019-12-05 00:00:00.000000000,1488
CUST-10804,Male,0.0,Yes,Yes,72.0,Yes,Yes,DSL,No,No,No,Two year,Yes,Mailed check,83.46,5999.45,"Dec 06, 2019",3,No,2019-12-06 00:00:00.000000000,1487
CUST-10805,Female,0.0,Yes,Yes,2.225723536000261,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card (automatic),66.46,147.01,2019-12-07,1,No,2019-12-07 00:00:00.000000000,1486
CUST-10806,Female,0.0,Yes,Yes,8.262820845077451,Yes,No phone service,Fiber optic,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),61.42,504.65,2019-12-08,3,Yes,2019-12-08 00:00:00.000000000,1485
CUST-10807,Female,0.0,Yes,No,11.180479664775039,Yes,No,Fiber optic,No,Yes,No internet service,Two year,No,Electronic check,57.7,645.1136766575197,2019-12-09,3,Yes,2019-12-09 00:00:00.000000000,1484
CUST-10808,Female,0.0,No,No,35.94859048114144,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Electronic check,85.73,3096.81,2019-12-10,4,Yes,2019-12-10 00:00:00.000000000,1483
CUST-10809,Male,0.0,Yes,No,21.747822223229818,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),42.75,937.62,2019-12-10,2,No,2019-12-10 00:00:00.000000000,1483
CUST-10810,Male,1.0,Yes,No,24.81245579246786,Yes,Yes,Fiber optic,No,Yes,No,Two year,No,Mailed check,30.74,762.65,2019-12-11,3,No,2019-12-11 00:00:00.000000000,1482
CUST-10811,Female,0.0,Yes,Yes,34.00305782143378,Yes,yes,Fiber optic,Yes,No,No,Two year,No,Electronic check,66.93,2269.51,2019-12-12,4,No,2019-12-12 00:00:00.000000000,1481
CUST-10812,Male,1.0,No,Yes,3.0129459143208193,No,No,Fiber optic,No internet service,Yes,No,One year,No,Credit card (automatic),70.48,222.89,2019-12-13,4,Yes,2019-12-13 00:00:00.000000000,1480
CUST-10813,Female,0.0,Yes,No,42.98439568246718,Yes,Yes,DSL,No internet service,No,No internet service,Two year,No,Credit card (automatic),18.0,785.96,2019-12-14,3,No,2019-12-14 00:00:00.000000000,1479
CUST-10814,Female,0.0,Yes,No,29.349195936570254,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Electronic check,64.39,1883.93,2019-12-15,3,Yes,2019-12-15 00:00:00.000000000,1478
CUST-10815,Female,0.0,Yes,Yes,20.668590897977396,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),27.89,574.92,INVALID_DATE,4,No,2022-04-11 20:21:15.240865076,629
CUST-10816,Female,0.0,Yes,No,52.916922135852346,Yes,No,Fiber optic,No internet service,Yes,No internet service,Two year,Yes,Electronic check,83.51,4406.78,2019-12-17,4,No,2019-12-17 00:00:00.000000000,1476
CUST-10817,Male,0.0,No,No,28.91986813674633,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),18.0,528.78,2019-12-17,5,Yes,2019-12-17 00:00:00.000000000,1476
CUST-10818,Male,1.0,Yes,No,5.406498372472656,Yes,yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,632.13,2019-12-18,4,No,2019-12-18 00:00:00.000000000,1475
CUST-10819,Male,1.0,No,No,13.480135632647375,Yes,Yes,DSL,No,No,No,One year,No,Bank transfer (automatic),245.49,735.11,2019-12-19,2,No,2019-12-19 00:00:00.000000000,1474
CUST-10820,Female,0.0,No,Yes,16.35127993314424,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,38.75,635.51,2019-12-20,4,No,2019-12-20 00:00:00.000000000,1473
CUST-10821,Male,0.0,Yes,No,1.363216100818522,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,56.21,70.85,2019-12-21,1,Yes,2019-12-21 00:00:00.000000000,1472
CUST-10822,Male,1.0,No,Yes,72.0,Yes,No,Fiber optic,No,No internet service,No,One year,No,Electronic check,81.39,5853.53,"Dec 22, 2019",3,Yes,2019-12-22 00:00:00.000000000,1471
CUST-10823,Male,0.0,No,No,3.3030736947881634,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.41,307.55,"Dec 23, 2019",3,Yes,2019-12-23 00:00:00.000000000,1470
